1,Asm
2,
3,"Amsco School Publications"
4,"Aspen Publications"
5,"Barrons Educational"
6,"BlackWell Publishers"
7,"California Princeton"
8,"Cambridge Univ Pr"
10,"F.A. Davis"
11,"Dover Publications"
12,"Elsevier Science"
13,"Gale Group"
14,"C.R. Gibson"
15,"Harcourt "
16,"Harvard University Press"
17,"Houghton Mifflin College"
18,"Humana Press"
19,"Johns Hopkins University Press"
20,"Kluwer Academic Pub"
21,"Lippincott Williams & Wilkins"
22,"Lonely Planet Publications"
23,"MacMillan Distribution Ltd."
24,"Marcel Dekker"
25,"McGraw-Hill Book Co"
26,Medmaster
27,"Mit Press"
28,"Oxford Univ Pr"
29,"Pearson (Mex)"
30,Springer
31,"Stationary Office"
32,"Taylor & Francis"
33,"Thieme Medical Publishers"
34,"Thomson Learning D.F."
35,"University of Arizona "
36,"University of Chicago Press"
37,"University of New Mexico Press"
38,"University of Texas Press"
40,"John Wiley & Sons Inc"
41,"Yale University Press"
42,"West Group"
43,"William Andrew"
44,"School Zone Pub"
45,"Crc Press"
46,"Prentice Hall"
48,"MacMillan General Reference"
49,"MacMillan Coll Div"
50,"Arco Pub"
51,"Trophy Pr"
52,"Dryden Pr"
53,"Harcourt College Pub"
54,"Harper Resource"
55,Harpercollins
56,"Ecco Pr"
58,Perennial
60,"Harper Entertainment"
61,Quill
62,"Harper Mass Market Paperbacks"
64,"Harper San Francisco"
65,"Harpercollins Juvenile Books"
66,"McGraw Hill Mex"
67,Harperbusiness
69,"Appleton & Lange"
70,"McGraw Hill College Div"
73,"Osborne McGraw-Hill"
74,"Academic Pr"
75,"Pergamon Pr"
76,"Allyn & Bacon"
77,"Longman Pub Group"
80,"Regents/Prentice Hall"
81,"Penguin USA"
82,"Viking Pr"
83,Puffin
84,"Harcourt School Pub"
85,"Penguin Uk"
87,"Harvest Books"
88,"Harcourt Inc"
90,"Pearson P T R"
93,"Addison-Wesley Pub Co"
97,"Irl Pr"
100,"Longman Group United Kingdom"
101,"Scott Foresman & Co"
102,"Natl Academy Pr"
103,"MPS (Palgrave US, Bloomsbury)"
104,"Univ of Chicago Pr (T)"
106,"Columbia Univ Pr"
107,"Trafalgar Square"
108,"Richard d Irwin"
109,"Irwin Professional Pub"
110,"Mit Pr"
111,"Praeger Pub Text"
112,"Univ of Texas Pr"
113,"St Martins Pr"
114,"Yale Univ Pr"
115,"Plenum Pub Corp"
116,"Da Capo Pr"
117,Griffin
118,"Let's Go Travel Guides"
119,"Picador USA"
120,Forge
122,"Little Brown & Co"
123,"West Information Pub Group"
125,"South-Western Pub"
127,"Lb Books"
128,"Back Bay Books"
130,"Mosby Inc"
131,"MacMillan Pub Ltd"
132,"Open Univ Pr"
133,"Ballantine Books"
134,Butterworth-Heinemann
135,"Alfred a Knopf Inc"
137,"Del Rey"
138,Lucasbooks
139,"Vintage Books"
140,"Fawcett Books (Mm)"
141,Silhouette
143,"Farrar Straus & Giroux"
144,"W W Norton & Co"
145,"Random House Reference &"
146,"Modern Library"
147,"Princeton Review"
148,"Avon Books"
149,Camelot
151,Doubleday
152,Delta
153,"Delacorte Pr"
154,"Bantam Doubleday Dell Pub"
156,"Anchor Books"
157,"Random House Childrens Pub"
158,"Random House"
159,"Mariner Books"
162,"Clarion Books"
165,"Chapters Pub Ltd"
166,"Berkley Pub Group (Mm)"
167,"Charles C Thomas Pub Ltd"
168,"Putnam Pub Group"
170,Perigee
171,"Routledge (Import)"
172,Routledge
174,"Arthur a Levine"
175,"Scholastic Paperbacks"
176,"Dell Pub Co"
179,Laureleaf
180,"Dell Books (Paperbacks)"
181,"Ace Books (Mm)"
182,"Churchill Livingstone"
183,"W B Saunders Co"
184,"ELSEVIER SCIENCE USA"
185,"Warner Books"
186,"Grosset & Dunlap"
188,"Warner Vision"
191,"Platt & Munk"
192,"New Amer Library"
193,Signet
194,Plume
196,"Signet Classic"
202,Wiley-Interscience
203,"LISSMARK RECORDS"
204,"Chronimed Pub"
207,"Univ of Michigan Pr"
208,"Dover Pubns"
209,"Jove Pubns"
210,"Univ of California Pr"
212,"Random House Value Pub"
213,"Wings Pr"
214,Grammercy
215,"Clarkson Potter"
216,"Crown Pub"
220,"Orchard Books"
221,"Vantage Pr"
222,"Brooks/Cole Pub Co"
223,"Duxbury Pr"
224,"Rand McNally & Co"
225,"Wadsworth Pub Co"
226,"Pws Pub Co"
227,"Bantam Classic & Loveswept"
229,Skylark
230,Spectra
231,"Faber & Faber"
233,"Pearson Custom Pub"
234,"Cartwheel Books"
235,"Oreilly & Associates"
236,"Three Rivers Pr"
238,"Blackwell Science Inc"
239,"Blackwell Pub"
240,Archway
241,"Silver Burdett & Ginn"
242,"Minstrel Books"
243,"Pocket Books"
244,"Washington Square Pr"
245,"Simon & Schuster (P)"
246,"Meadowbrook Pr"
247,Fireside
248,Sams
249,"Goodyear Pub Co"
250,"Scott Foresman Trade"
251,"Harpercollins College Div"
252,"Fodors Travel Pubns"
253,"Harvard Univ Pr"
254,"MacMillan Pub Co"
255,"Williams & Wilkins"
256,"Villard Books"
258,"Harwal Pub Co"
259,Scribner
260,"Touchstone Books"
261,"William Morrow & Co"
262,"Mulberry Books"
263,"Simon Spotlight"
264,"Aladdin Paperbacks"
265,"Better Homes & Gardens Books"
266,"Little Simon"
267,"Princeton Univ Pr"
269,"W H Freeman & Co"
270,Phaidon
272,"Frederick Warne & Co"
273,"B M J Books"
274,"Prentice Hall Pr"
275,"Microsoft Pr"
276,"New Riders Pub"
278,"Lowell House"
279,"Perseus Book Group"
280,"Xlibris Corp"
281,Kaplan
282,"Free Pr"
284,"Butterworth-Heinemann Medical"
286,"Blackie Academic & Professional"
287,"Chapman & Hall"
288,"Larousse Kingfisher Chambers"
289,"Lorenz Books"
290,"Workman Pub Co"
291,"Sage Pubns"
292,"Prima Pub"
293,"Univ Pr of Amer"
294,"Corwin Pr"
295,"Running Pr"
296,"Courage Books"
297,"Globe Pequot Pr"
298,"Woodall Pub Co"
299,"Alastair Sawday Pub Co Ltd"
301,"Jones & Bartlett Pub"
302,"Barrons Educational Series"
303,"Barrons Juveniles"
304,"Barnes & Noble "
305,"Schiffer Pub Ltd"
306,"Hungry Minds Inc"
307,Frommer
308,Pomegranate
309,"Modern Curriculum Pr"
310,"Jason Aronson"
311,"Broadway Books"
312,"Delmar Pub"
315,"Edwin Mellen Pr"
316,"Raven Pr"
317,Lippincott
318,Sybex
319,"Carroll & Graf"
320,Hyperion
322,"Kendall Hunt Pub"
323,"Diane Pub Co"
324,"Universe Pub"
325,"Dorling Kindersley"
327,"Course Technology"
328,"Que Corp"
329,"Natl Geographic Society"
330,"Dearborn Trade"
331,"Tfh Pubns"
332,"William C Brown Pub"
333,"Johns Hopkins Univ Pr"
334,"Grove Pr"
335,"F A Davis Co"
336,"Univ of Nebraska Pr"
337,"Not Applicable"
338,"Ivy Books"
339,"Stanford Univ Pr"
340,"Tuttle Pub"
342,"Henry Holt & Co"
343,"Metropolitan Books"
344,Benjamin/Cummings
345,"Univ of Oklahoma Pr"
347,"Beacon Pr"
348,"Louisiana State Univ Pr"
349,"Albert Whitman & Co"
350,"Concept Books"
351,"Elsevier Science Ltd"
352,"Econo-Clad Books"
353,"Hill & Wang Pub"
354,"Paulist Pr"
355,"Contemporary Books"
356,"Harry N Abrams"
357,"New Directions"
358,"Steck-Vaughn Co"
359,"Chronicle Books c/o J.C.C. Enterprises"
361,"Lea & Febiger"
362,"Tor Books (Mm)"
364,"Iowa State Univ Pr (Sd)"
366,"New York Univ Pr"
367,"Garland Pub"
368,"Brookings Inst"
369,"FACTS ON FILE"
370,"Checkmark Books"
371,"Univ of Arizona Pr"
372,"G K Hall"
373,"Amer Mathematical Society"
375,"Watson-Guptill Pubns"
376,"Marcel Dekker"
377,"Springer Pub Co"
378,"Univ of New Mexico Pr"
379,"Aspen Pub"
380,"Loyola Pr"
381,"Industrial Press"
382,"Andrews McMeel Pub"
383,"C R Gibson Co"
384,"Heinle & Heinle Pub"
385,"Project Adventure"
386,"Thomas Nelson"
387,"Amer Chemical Society"
388,"Scholarly Resources"
389,"Hammond World Atlas Corp"
390,"Ntc Pub Group"
391,"Passport Books"
392,"Natl Textbook Co Trade"
393,"Rizzoli Intl Pubns"
394,"Rowman & Littlefield"
396,"CRC Pr"
397,"Royal Society of Chemistry"
398,"Pharmaceutical Pr"
399,"Monthly Review Pr"
400,"Oxfam Pubns"
401,"Psychology Pr"
402,"Kangaroo Pr"
403,"Lonely Planet"
404,"Pisces Books"
405,"Crabtree Pub"
406,"Thieme Medical Pub"
407,"PBS Intl"
408,"Quintessence Pub Co"
409,"Vita Pubns"
410,"Carnegie Endowment for Intl Peace"
411,"Peter Bedrick Books"
412,"Modern Language Assn of Amer"
413,"Kent State Univ Pr"
415,"Springhouse Pub Co"
416,"Amer Public Health Assn"
417,"Harvard Business School Pr"
419,"Amsco School Pubns Inc"
420,"Natl Fire Protection Assn"
421,"Merriam Webster"
422,"Intervarsity Pr"
423,"Sinauer Associates Inc"
424,"Gibbs Smith"
425,"Overlook Pr"
426,"Wilshire Book Co"
427,"Futura Pub Co"
428,"Human Kinetics (Sd)"
429,"Amer Psychiatric Pr"
430,"Inst for Intl Economics"
431,"Waveland Pr"
432,"Hartley & Marks"
433,"Timber Pr"
436,"World Almanac Education"
437,"Langenscheidt Pub"
438,"Apa Productions"
439,"Players Pr"
442,"Tundra Books"
443,"Groundwood Books"
444,"Mosaic Pr"
445,"Museum of New Mexico Pr"
446,"Carolina Academic Pr"
447,"Healing Arts Pr"
448,"Amer Society of Clinical"
449,"Avery Pub Group"
450,"Regnery Pub"
451,"Hp Books"
452,"Humana Pr"
453,"Igaku-Shoin Medical Pub"
454,"Bergin & Garvey"
455,"Ten Speed Pr"
456,"Krieger Pub Co"
457,"Amer Academy of Pediatrics"
458,"Merck & Co"
459,"Arthritis Foundation"
461,"Univ of California"
462,"Thomson Pubns"
463,"Novartis Medical Education"
464,"Lexi Comp"
465,"Amer Pharmaceutical Assn"
467,"Amer Geological Inst"
468,Rebus
470,"Cke Pubns"
471,"Shelter Pubns"
473,"Surrey Books"
475,Medmaster
476,"Hesperian Foundation"
477,"Quality Medical Pub"
478,"Medical Surveillance"
479,"Amer College of Emergency Physicians"
481,"Bilingual Books"
482,"Medical Physics Pub Corp"
483,"Hawthorn Pr (Hawthorn House)"
485,"Baja Books"
486,"Anatomical Chart Co"
488,"Ginkgo Pr Inc"
489,"Technical Innovation Ctr"
490,"Rolling Home Pr"
492,"State of the Art Technologies Inc"
496,Frontrunners
497,"B C Decker"
498,"General Distribution Services"
499,"Greystone Books"
501,Trafford
502,"Key Porter Books"
503,"Amer Society for Microbiology"
504,"Digital Pr"
505,"Lynne Rienner Pub"
506,"John Benjamins Pub Co"
507,"Visual Education Assn"
508,Slack
509,"Lawrence Hill & Co"
511,"Stewart Tabori & Chang"
512,"Applewood Books"
513,"Teacher Created Materials"
514,"Amer Psychological Assn"
515,"Harvard Common Pr"
516,"Morgan Kaufmann Pub"
517,"Popular Woodworking Books"
518,"Markus Wiener Pub"
521,"Arte Publico Pr"
522,"Northword Pr"
523,"Creative Pub Intl"
525,"Food Products Pr"
526,"Hanley & Belfus"
527,"Society of Automotive Engineers"
529,"Avalon Travel Pub"
530,"Ziff Davis Pr"
531,"Productivity Pr"
532,Micromedex
535,"Candlewick Pr"
536,"Rockport Pub"
537,"New Pr"
538,"Singular Pub Group"
540,"Ivan R Dee"
541,"Technomic Pub Co"
542,"Friedman/Fairfax Pub"
543,"WorldBook  Store"
544,"Princeton Architectural Pr"
545,"Soho Pr Inc"
546,"Hanser Gardner Pubns"
548,"Landes Bioscience"
549,"Sasquatch Books"
550,"Shambhala Pubns"
551,"Book Pub Co"
552,"Guilford Publications"
553,"Worth Pub"
554,"Message Co"
555,"Riverhead Books"
556,"Current Medicine"
557,"Oryx Pr"
558,"Prometheus Books"
559,"Quiet Vision Pub"
560,"Learning Express Llc"
561,"Cisco Systems"
562,"Assn of Amer Medical Colleges"
563,"Sierra Club Books"
564,"MacMillan Technical Pub"
565,"Amer Medical Assn"
567,"Lark Books"
569,"Cardoza Pub"
570,"Renaissance Books"
571,"Adams Media Corp"
574,"Writers Digest Books"
575,"Charles River Media"
576,"Book Tree"
577,"Steerforth Pr"
578,"Coriolis Group"
579,"Bradt Pubns"
580,"Ryland Peters & Small"
581,"Southwater Pub"
582,"Seven Dials"
583,"Parthenon Pub Group"
584,"Edward Elgar Pub"
585,"Dunitz Martin Ltd"
586,"Wordsworth Editions Ltd"
587,"Theatre Communications Group"
588,"Ucl Pr Ltd"
589,"Hunter Pub"
590,"Cadogan Books"
591,"Bryan Edwards Pub Inc"
592,"Intercultural Pr"
594,"Americas Society"
595,"Independent Pub Group"
596,"Amer Registry of Pathology"
597,"Current Clinical Strategies Pub"
602,"Professional Communications"
603,"Monacelli Pr"
604,"No Starch Pr"
606,"Schreiber Pub"
608,"Demos Medical Pub"
611,"Executive Excellence Pub"
614,"Federal Street Pr"
615,"Trans-Atlantic Pubns"
616,"Unique Pubns"
617,"Meister Pub Co"
619,"Teton New Media"
620,"Biotest Pub Co Inc"
622,"Natural Heritage"
623,"Univ of Calgary Pr"
625,"Greenwich Medical Media"
627,"Syngress Media Inc"
628,"Time Life Education"
629,"Time Inc"
631,"Amer Assn for Clinical Chemistry"
634,"Larousse Editions"
635,"Michelin Travel Pubns"
636,"Schoenhofs Foreign Books"
637,"Hatier-Didier USA"
638,Berlitz
641,"Editions Chouette Inc"
642,"Prestel Pub"
643,Kodansha
645,Konemann
646,"I B D Ltd"
649,"Harwood Academic Pub"
650,"Bernan "
651,"Periplus Editions"
652,Weatherhill
653,"Continental Book Co"
654,Mexics
658,Larousse/Mexico
659,"World Scientific Pub Co  Ref. Ethan Atkins  "
660,"Baker & Taylor "
661,"Alpha Books"
662,"Unwin Hyman"
663,"Rodale Pr"
664,"Lyons Pr"
665,"Transaction Pub"
667,"Univ Science Books"
668,"Cato Inst"
669,"Llewellyn Pubns"
670,"Teachers of English to"
671,"Stackpole Books"
672,"Nation Books"
673,"Firefly Books"
674,"Welcome Enterprises"
675,"Univ of Georgia Pr"
679,Newnes
680,"Bedford/st Martins"
681,"Haworth Pr"
682,"Readers Digest"
683,"McFarland & Co"
684,"Thames & Hudson"
686,"Little Apple"
687,"Blue Sky Pr"
688,"Noonday Pr"
689,"Abbeville Pr"
690,"Whitney Library of Design"
691,"Visual Reference Pub Inc"
693,"Allworth Pr"
694,"Crown House Pub Ltd"
695,"Fredonia Books"
696,"Gryphon House"
697,"Meridian Books"
698,"Pennsylvania State Univ Pr"
699,"Singapore Univ Pr"
700,"Indiana Univ Pr"
703,"Childs Play Intl Ltd"
705,"Simon Pubns"
706,"David & Charles"
708,"Vch Verlagsgesellschaft Mbh"
709,"Wiley-VCH Pub"
710,"TRILLAS, EDITORIAL"
711,"MINUTIAE MEXICANA"
712,"CLE International/ Difusora Larousse"
714,"UNIV. OF TEXAS PRESS"
716,SAUNDERS
717,"SAUNDERS, W.B."
720,"MEDMASTER INC."
721,"MOSBY & YEAR BOOK INC"
725,WOLFE
730,HACHETTE
732,"UNIV. OF MICHIGAN PRESS"
737,"WILEY & SONS INC., J."
740,"HODDER & STOUGHTON"
742,"MOSBY COMPANY, C.V."
743,"T.F.H. PUBLICATIONS"
744,"RAVEN PRESS"
745,STANLEY
747,"HARPER COLLINS UK"
750,"DAVIS COMPANY, F.A."
753,"YEAR BOOK INC."
755,HEINEMANN
756,EDITTS
757,APPLETON-CENTURY-CROFT
764,AGATA
765,"FONDO DE CULTURA"
768,POTTER
773,PARANINFO
794,NELSON
803,"PENTON OVERSEAS"
815,MONARCA
830,"FONDO EDIT. UNIVERSITARIO"
832,"IDG BOOKS"
